Event1    	Event2    	Tree      	Model	lnML          	ML            	mu1 	mu1star	nu1 	nu1star	mu2 	mu2star	nu2 	nu2star
63        	82        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
44        	64        	1         	I    	-94.2142455786	1.2114e-41    	13.394	13.394	5.5942	5.5942	9.6791	9.6791	15.941	15.941
64        	65        	1         	I    	-105.0731476120	2.3298e-46    	9.9591	9.9591	15.742	15.742	9.0502	9.0502	16.454	16.454
64        	66        	1         	I    	-105.0734024454	2.3292e-46    	9.0545	9.0545	16.45	16.45	9.9538	9.9538	15.746	15.746
64        	67        	1         	I    	-105.0700824200	2.3369e-46    	9.0017	9.0017	16.498	16.498	10.019	10.019	15.702	15.702
64        	80        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
64        	81        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
64        	82        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
44        	65        	1         	I    	-94.2142455786	1.2114e-41    	13.394	13.394	5.5942	5.5942	9.6791	9.6791	15.941	15.941
65        	66        	1         	I    	-105.0749801394	2.3255e-46    	9.0824	9.0824	16.425	16.425	9.9203	9.9203	15.769	15.769
65        	67        	1         	I    	-105.0755900177	2.3241e-46    	9.9067	9.9067	15.778	15.778	9.0939	9.0939	16.415	16.415
65        	80        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
65        	81        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
65        	82        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
44        	66        	1         	I    	-94.2142455786	1.2114e-41    	13.394	13.394	5.5942	5.5942	9.6791	9.6791	15.941	15.941
66        	67        	1         	I    	-105.0734671586	2.329e-46     	9.9525	9.9525	15.746	15.746	9.0556	9.0556	16.45	16.45
66        	80        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
66        	81        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
66        	82        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
44        	67        	1         	I    	-94.2142455786	1.2114e-41    	13.394	13.394	5.5942	5.5942	9.6791	9.6791	15.941	15.941
67        	80        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
67        	81        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
67        	82        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
68        	69        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
68        	70        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
68        	71        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
68        	72        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
68        	73        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
68        	74        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
68        	75        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
68        	76        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
68        	77        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
68        	78        	1         	I    	-22.3396420994	1.9862e-10    	2.0698	2.0698	0   	0   	2.1603	2.1603	0   	0   
69        	70        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
69        	71        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
69        	72        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
69        	73        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
69        	74        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
69        	75        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
69        	76        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
69        	77        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
69        	78        	1         	I    	-22.3396420994	1.9862e-10    	2.0698	2.0698	0   	0   	2.1603	2.1603	0   	0   
70        	71        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
70        	72        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
70        	73        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
70        	74        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
70        	75        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
70        	76        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
