Event1    	Event2    	Tree      	Model	lnML          	ML            	mu1 	mu1star	nu1 	nu1star	mu2 	mu2star	nu2 	nu2star
71        	75        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
71        	76        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
71        	77        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
71        	78        	1         	A    	-16.4786915562	6.9726e-08    	2.071	2.071	0   	0   	1.08	1000	0   	0   
72        	73        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
72        	74        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
72        	75        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
72        	76        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
72        	77        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
72        	78        	1         	A    	-16.4786915562	6.9726e-08    	2.071	2.071	0   	0   	1.08	1000	0   	0   
73        	74        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
73        	75        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
73        	76        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
73        	77        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
73        	78        	1         	A    	-16.4786915562	6.9726e-08    	2.071	2.071	0   	0   	1.08	1000	0   	0   
74        	75        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
74        	76        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
74        	77        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
74        	78        	1         	A    	-16.4786915562	6.9726e-08    	2.071	2.071	0   	0   	1.08	1000	0   	0   
75        	76        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
75        	77        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
75        	78        	1         	A    	-16.4786915562	6.9726e-08    	2.071	2.071	0   	0   	1.08	1000	0   	0   
76        	77        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
76        	78        	1         	A    	-16.4786915562	6.9726e-08    	2.071	2.071	0   	0   	1.08	1000	0   	0   
77        	78        	1         	A    	-16.4786915562	6.9726e-08    	2.071	2.071	0   	0   	1.08	1000	0   	0   
79        	80        	1         	A    	-11.5682478717	9.4618e-06    	1.0052	1.0052	0   	0   	1.0097	1000	0   	0   
79        	81        	1         	A    	-11.5682478717	9.4618e-06    	1.0052	1.0052	0   	0   	1.0097	1000	0   	0   
