Event1    	Event2    	Tree      	Model	lnML          	ML            	mu1 	mu1star	nu1 	nu1star	mu2 	mu2star	nu2 	nu2star
51        	92        	1         	L    	-57.4315862923	1.1423e-25    	11.538	0   	14.037	0   	1.3017	18.22	0   	0   
80        	92        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
81        	92        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
82        	92        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
92        	103       	1         	L    	-21.5591994337	4.3347e-10    	3.2162	1000	0   	0   	1.0721	0   	0   	0   
93        	94        	1         	L    	-18.6611784766	7.8624e-09    	2.3311	-   	50.331	-   	0   	1000	0   	1000
93        	97        	1         	L    	-33.3127204526	3.4078e-15    	1.0566	0   	86.883	0   	2.4183	1000	13.399	1000
93        	98        	1         	L    	-18.6611784766	7.8624e-09    	2.3311	-   	50.331	-   	0   	1000	0   	1000
94        	97        	1         	L    	-33.3127204526	3.4078e-15    	1.0566	0   	86.883	0   	2.4183	1000	13.399	1000
94        	98        	1         	L    	-18.6611784766	7.8624e-09    	2.3311	-   	50.331	-   	0   	1000	0   	1000
95        	100       	1         	L    	-18.6891749008	7.6453e-09    	4.3717	-   	0   	-0  	0   	1000	0   	0   
95        	101       	1         	L    	-18.6891749008	7.6453e-09    	4.3717	-   	0   	-0  	0   	1000	0   	0   
96        	99        	1         	L    	-36.3520706339	1.6312e-16    	4.1259	-   	10.559	-   	0   	1000	0   	1000
96        	102       	1         	L    	-36.3520706339	1.6312e-16    	4.1259	-   	10.559	-   	0   	1000	0   	1000
15        	97        	1         	L    	-72.0379410941	5.1799e-32    	8.8325	0   	43.545	0   	3.3694	50.339	38.423	574.03
97        	98        	1         	L    	-34.1197778063	1.5204e-15    	2.4152	1000	13.445	1000	2.3779	0   	50.625	0   
99        	102       	1         	L    	-36.3520706339	1.6312e-16    	4.1259	-   	10.559	-   	0   	1000	0   	1000
100       	101       	1         	L    	-18.6891749008	7.6453e-09    	4.3717	-   	0   	-0  	0   	1000	0   	0   
26        	104       	1         	L    	-46.7395656480	5.0265e-21    	0   	22.924	0   	0   	9.4682	-   	0   	-0  
