Event1	Event2	Model1	Model2	LRT	Pvalue	combinedModels	df
63	65	i	l	109.3005384046	1.844e-24	il	2
63	65	i	I	1.47263509919998	0.4789	iI	2
63	65	a	l	0	1	al	1
63	65	a	A	5.1274012384	0.07702	aA	2
63	65	b	l	0	1	bl	1
63	65	b	B	5.1274012384	0.07702	bB	2
63	65	l	L	5.1274012384	0.07702	lL	2
63	65	I	A	112.9553045438	2.207e-26	IA	1
63	65	I	B	112.9553045438	2.207e-26	IB	1
63	65	I	L	112.9553045438	2.965e-25	IL	2
63	65	A	L	0	1	AL	1
63	65	B	L	0	1	BL	1
63	66	i	a	109.3005384046	1.395e-25	ia	1
63	66	i	b	109.3005384046	1.395e-25	ib	1
63	66	i	l	109.3005384046	1.844e-24	il	2
63	66	i	I	1.46490363339998	0.4807	iI	2
63	66	a	l	0	1	al	1
63	66	a	A	5.1274012384	0.07702	aA	2
63	66	b	l	0	1	bl	1
63	66	b	B	5.1274012384	0.07702	bB	2
63	66	l	L	5.1274012384	0.07702	lL	2
63	66	I	A	112.9630360096	2.198e-26	IA	1
63	66	I	B	112.9630360096	2.198e-26	IB	1
63	66	I	L	112.9630360096	2.954e-25	IL	2
63	66	A	L	0	1	AL	1
63	66	B	L	0	1	BL	1
63	67	i	a	109.3005384046	1.395e-25	ia	1
63	67	i	b	109.3005384046	1.395e-25	ib	1
63	67	i	l	109.3005384046	1.844e-24	il	2
63	67	i	I	1.46734248639999	0.4801	iI	2
63	67	a	l	0	1	al	1
63	67	a	A	5.1274012384	0.07702	aA	2
63	67	b	l	0	1	bl	1
63	67	b	B	5.1274012384	0.07702	bB	2
63	67	l	L	5.1274012384	0.07702	lL	2
63	67	I	A	112.9605971566	2.201e-26	IA	1
63	67	I	B	112.9605971566	2.201e-26	IB	1
63	67	I	L	112.9605971566	2.957e-25	IL	2
63	67	A	L	0	1	AL	1
63	67	B	L	0	1	BL	1
63	80	i	a	2.139401479	0.1436	ia	1
63	80	i	b	5.4382804928	0.0197	ib	1
63	80	i	l	7.5776819718	0.02262	il	2
63	80	i	I	0.797025691399995	0.6713	iI	2
63	80	a	l	5.4382804928	0.0197	al	1
63	80	a	A	0.963388018800003	0.6177	aA	2
63	80	b	l	2.139401479	0.1436	bl	1
63	80	b	B	1.8640663712	0.3938	bB	2
63	80	l	L	2.010180072	0.366	lL	2
63	80	I	A	2.30576380640001	0.1289	IA	1
63	80	I	B	6.50532117260001	0.01076	IB	1
63	80	I	L	8.79083635240001	0.01233	IL	2
63	80	A	L	6.485072546	0.01088	AL	1
63	80	B	L	2.2855151798	0.1306	BL	1
63	81	i	a	2.139401479	0.1436	ia	1
63	81	i	b	5.4382804928	0.0197	ib	1
63	81	i	l	7.5776819718	0.02262	il	2
63	81	i	I	0.797025691399995	0.6713	iI	2
63	81	a	l	5.4382804928	0.0197	al	1
63	81	a	A	0.963388018800003	0.6177	aA	2
63	81	b	l	2.139401479	0.1436	bl	1
63	81	b	B	1.8640663712	0.3938	bB	2
63	81	l	L	2.010180072	0.366	lL	2
63	81	I	A	2.30576380640001	0.1289	IA	1
63	81	I	B	6.50532117260001	0.01076	IB	1
63	81	I	L	8.79083635240001	0.01233	IL	2
63	81	A	L	6.485072546	0.01088	AL	1
63	81	B	L	2.2855151798	0.1306	BL	1
63	82	i	a	2.139401479	0.1436	ia	1
63	82	i	b	5.4382804928	0.0197	ib	1
63	82	i	l	7.5776819718	0.02262	il	2
63	82	i	I	0.797025691399995	0.6713	iI	2
63	82	a	l	5.4382804928	0.0197	al	1
63	82	a	A	0.963388018800003	0.6177	aA	2
63	82	b	l	2.139401479	0.1436	bl	1
63	82	b	B	1.8640663712	0.3938	bB	2
63	82	l	L	2.010180072	0.366	lL	2
63	82	I	A	2.30576380640001	0.1289	IA	1
63	82	I	B	6.50532117260001	0.01076	IB	1
63	82	I	L	8.79083635240001	0.01233	IL	2
63	82	A	L	6.485072546	0.01088	AL	1
63	82	B	L	2.2855151798	0.1306	BL	1
64	65	i	a	109.3005384046	1.395e-25	ia	1
64	65	i	b	109.3005384046	1.395e-25	ib	1
64	65	i	l	109.3005384046	1.844e-24	il	2
64	65	i	I	1.46650471519999	0.4803	iI	2
64	65	a	l	0	1	al	1
64	65	a	A	5.1274012384	0.07702	aA	2
64	65	b	l	0	1	bl	1
64	65	b	B	5.1274012384	0.07702	bB	2
64	65	l	L	5.1274012384	0.07702	lL	2
64	65	I	A	112.9614349278	2.2e-26	IA	1
64	65	I	B	112.9614349278	2.2e-26	IB	1
64	65	I	L	112.9614349278	2.956e-25	IL	2
64	65	A	L	0	1	AL	1
64	65	B	L	0	1	BL	1
64	66	i	a	109.3005384046	1.395e-25	ia	1
64	66	i	b	109.3005384046	1.395e-25	ib	1
64	66	i	l	109.3005384046	1.844e-24	il	2
64	66	i	I	1.46599504839998	0.4805	iI	2
64	66	a	l	0	1	al	1
64	66	a	A	5.1274012384	0.07702	aA	2
64	66	b	l	0	1	bl	1
64	66	b	B	5.1274012384	0.07702	bB	2
64	66	l	L	5.1274012384	0.07702	lL	2
64	66	I	A	112.9619445946	2.2e-26	IA	1
64	66	I	B	112.9619445946	2.2e-26	IB	1
64	66	I	L	112.9619445946	2.955e-25	IL	2
64	66	A	L	0	1	AL	1
64	66	B	L	0	1	BL	1
64	67	i	a	109.3005384046	1.395e-25	ia	1
64	67	i	b	109.3005384046	1.395e-25	ib	1
64	67	i	l	109.3005384046	1.844e-24	il	2
64	67	i	I	1.47263509919998	0.4789	iI	2
64	67	a	l	0	1	al	1
64	67	a	A	5.1274012384	0.07702	aA	2
64	67	b	l	0	1	bl	1
64	67	b	B	5.1274012384	0.07702	bB	2
64	67	l	L	5.1274012384	0.07702	lL	2
64	67	I	A	112.9553045438	2.207e-26	IA	1
64	67	I	B	112.9553045438	2.207e-26	IB	1
64	67	I	L	112.9553045438	2.965e-25	IL	2
64	67	A	L	0	1	AL	1
64	67	B	L	0	1	BL	1
64	80	i	a	2.139401479	0.1436	ia	1
64	80	i	b	5.4382804928	0.0197	ib	1
64	80	i	l	7.5776819718	0.02262	il	2
64	80	i	I	0.797025691399995	0.6713	iI	2
64	80	a	l	5.4382804928	0.0197	al	1
64	80	a	A	0.963388018800003	0.6177	aA	2
64	80	b	l	2.139401479	0.1436	bl	1
64	80	b	B	1.8640663712	0.3938	bB	2
64	80	l	L	2.010180072	0.366	lL	2
64	80	I	A	2.30576380640001	0.1289	IA	1
64	80	I	B	6.50532117260001	0.01076	IB	1
64	80	I	L	8.79083635240001	0.01233	IL	2
64	80	A	L	6.485072546	0.01088	AL	1
64	80	B	L	2.2855151798	0.1306	BL	1
64	81	i	a	2.139401479	0.1436	ia	1
64	81	i	b	5.4382804928	0.0197	ib	1
64	81	i	l	7.5776819718	0.02262	il	2
64	81	i	I	0.797025691399995	0.6713	iI	2
64	81	a	l	5.4382804928	0.0197	al	1
64	81	a	A	0.963388018800003	0.6177	aA	2
64	81	b	l	2.139401479	0.1436	bl	1
64	81	b	B	1.8640663712	0.3938	bB	2
64	81	l	L	2.010180072	0.366	lL	2
64	81	I	A	2.30576380640001	0.1289	IA	1
64	81	I	B	6.50532117260001	0.01076	IB	1
64	81	I	L	8.79083635240001	0.01233	IL	2
64	81	A	L	6.485072546	0.01088	AL	1
64	81	B	L	2.2855151798	0.1306	BL	1
64	82	i	a	2.139401479	0.1436	ia	1
64	82	i	b	5.4382804928	0.0197	ib	1
64	82	i	l	7.5776819718	0.02262	il	2
64	82	i	I	0.797025691399995	0.6713	iI	2
64	82	a	l	5.4382804928	0.0197	al	1
64	82	a	A	0.963388018800003	0.6177	aA	2
64	82	b	l	2.139401479	0.1436	bl	1
64	82	b	B	1.8640663712	0.3938	bB	2
64	82	l	L	2.010180072	0.366	lL	2
64	82	I	A	2.30576380640001	0.1289	IA	1
64	82	I	B	6.50532117260001	0.01076	IB	1
64	82	I	L	8.79083635240001	0.01233	IL	2
64	82	A	L	6.485072546	0.01088	AL	1
64	82	B	L	2.2855151798	0.1306	BL	1
65	66	i	a	109.3005384046	1.395e-25	ia	1
65	66	i	b	109.3005384046	1.395e-25	ib	1
65	66	i	l	109.3005384046	1.844e-24	il	2
65	66	i	I	1.46283966039999	0.4812	iI	2
65	66	a	l	0	1	al	1
65	66	a	A	5.1274012384	0.07702	aA	2
65	66	b	l	0	1	bl	1
65	66	b	B	5.1274012384	0.07702	bB	2
65	66	l	L	5.1274012384	0.07702	lL	2
65	66	I	A	112.9650999826	2.196e-26	IA	1
65	66	I	B	112.9650999826	2.196e-26	IB	1
65	66	I	L	112.9650999826	2.951e-25	IL	2
65	66	A	L	0	1	AL	1
65	66	B	L	0	1	BL	1
65	67	i	a	109.3005384046	1.395e-25	ia	1
65	67	i	b	109.3005384046	1.395e-25	ib	1
65	67	i	l	109.3005384046	1.844e-24	il	2
65	67	i	I	1.4616199038	0.4815	iI	2
65	67	a	l	0	1	al	1
65	67	a	A	5.1274012384	0.07702	aA	2
65	67	b	l	0	1	bl	1
65	67	b	B	5.1274012384	0.07702	bB	2
65	67	l	L	5.1274012384	0.07702	lL	2
65	67	I	A	112.9663197392	2.195e-26	IA	1
65	67	I	B	112.9663197392	2.195e-26	IB	1
65	67	I	L	112.9663197392	2.949e-25	IL	2
65	67	A	L	0	1	AL	1
65	67	B	L	0	1	BL	1
65	80	i	a	2.139401479	0.1436	ia	1
65	80	i	b	5.4382804928	0.0197	ib	1
65	80	i	l	7.5776819718	0.02262	il	2
65	80	i	I	0.797025691399995	0.6713	iI	2
65	80	a	l	5.4382804928	0.0197	al	1
65	80	a	A	0.963388018800003	0.6177	aA	2
65	80	b	l	2.139401479	0.1436	bl	1
65	80	b	B	1.8640663712	0.3938	bB	2
65	80	l	L	2.010180072	0.366	lL	2
65	80	I	A	2.30576380640001	0.1289	IA	1
65	80	I	B	6.50532117260001	0.01076	IB	1
65	80	I	L	8.79083635240001	0.01233	IL	2
65	80	A	L	6.485072546	0.01088	AL	1
65	80	B	L	2.2855151798	0.1306	BL	1
65	81	i	a	2.139401479	0.1436	ia	1
65	81	i	b	5.4382804928	0.0197	ib	1
65	81	i	l	7.5776819718	0.02262	il	2
65	81	i	I	0.797025691399995	0.6713	iI	2
65	81	a	l	5.4382804928	0.0197	al	1
65	81	a	A	0.963388018800003	0.6177	aA	2
65	81	b	l	2.139401479	0.1436	bl	1
65	81	b	B	1.8640663712	0.3938	bB	2
65	81	l	L	2.010180072	0.366	lL	2
65	81	I	A	2.30576380640001	0.1289	IA	1
65	81	I	B	6.50532117260001	0.01076	IB	1
65	81	I	L	8.79083635240001	0.01233	IL	2
65	81	A	L	6.485072546	0.01088	AL	1
65	81	B	L	2.2855151798	0.1306	BL	1
65	82	i	a	2.139401479	0.1436	ia	1
65	82	i	b	5.4382804928	0.0197	ib	1
65	82	i	l	7.5776819718	0.02262	il	2
65	82	i	I	0.797025691399995	0.6713	iI	2
65	82	a	l	5.4382804928	0.0197	al	1
65	82	a	A	0.963388018800003	0.6177	aA	2
65	82	b	l	2.139401479	0.1436	bl	1
65	82	b	B	1.8640663712	0.3938	bB	2
65	82	l	L	2.010180072	0.366	lL	2
65	82	I	A	2.30576380640001	0.1289	IA	1
65	82	I	B	6.50532117260001	0.01076	IB	1
65	82	I	L	8.79083635240001	0.01233	IL	2
65	82	A	L	6.485072546	0.01088	AL	1
65	82	B	L	2.2855151798	0.1306	BL	1
66	67	i	a	109.3005384046	1.395e-25	ia	1
66	67	i	b	109.3005384046	1.395e-25	ib	1
66	67	i	l	109.3005384046	1.844e-24	il	2
66	67	i	I	1.465865622	0.4805	iI	2
66	67	a	l	0	1	al	1
66	67	a	A	5.1274012384	0.07702	aA	2
66	67	b	l	0	1	bl	1
66	67	b	B	5.1274012384	0.07702	bB	2
66	67	l	L	5.1274012384	0.07702	lL	2
66	67	I	A	112.962074021	2.199e-26	IA	1
66	67	I	B	112.962074021	2.199e-26	IB	1
66	67	I	L	112.962074021	2.955e-25	IL	2
66	67	A	L	0	1	AL	1
66	67	B	L	0	1	BL	1
66	80	i	a	2.139401479	0.1436	ia	1
66	80	i	b	5.4382804928	0.0197	ib	1
66	80	i	l	7.5776819718	0.02262	il	2
66	80	i	I	0.797025691399995	0.6713	iI	2
66	80	a	l	5.4382804928	0.0197	al	1
66	80	a	A	0.963388018800003	0.6177	aA	2
66	80	b	l	2.139401479	0.1436	bl	1
66	80	b	B	1.8640663712	0.3938	bB	2
66	80	l	L	2.010180072	0.366	lL	2
66	80	I	A	2.30576380640001	0.1289	IA	1
66	80	I	B	6.50532117260001	0.01076	IB	1
66	80	I	L	8.79083635240001	0.01233	IL	2
66	80	A	L	6.485072546	0.01088	AL	1
66	80	B	L	2.2855151798	0.1306	BL	1
66	81	i	a	2.139401479	0.1436	ia	1
66	81	i	b	5.4382804928	0.0197	ib	1
66	81	i	l	7.5776819718	0.02262	il	2
66	81	i	I	0.797025691399995	0.6713	iI	2
66	81	a	l	5.4382804928	0.0197	al	1
66	81	a	A	0.963388018800003	0.6177	aA	2
66	81	b	l	2.139401479	0.1436	bl	1
66	81	b	B	1.8640663712	0.3938	bB	2
66	81	l	L	2.010180072	0.366	lL	2
66	81	I	A	2.30576380640001	0.1289	IA	1
66	81	I	B	6.50532117260001	0.01076	IB	1
66	81	I	L	8.79083635240001	0.01233	IL	2
66	81	A	L	6.485072546	0.01088	AL	1
66	81	B	L	2.2855151798	0.1306	BL	1
66	82	i	a	2.139401479	0.1436	ia	1
66	82	i	b	5.4382804928	0.0197	ib	1
66	82	i	l	7.5776819718	0.02262	il	2
66	82	i	I	0.797025691399995	0.6713	iI	2
66	82	a	l	5.4382804928	0.0197	al	1
66	82	a	A	0.963388018800003	0.6177	aA	2
66	82	b	l	2.139401479	0.1436	bl	1
66	82	b	B	1.8640663712	0.3938	bB	2
66	82	l	L	2.010180072	0.366	lL	2
66	82	I	A	2.30576380640001	0.1289	IA	1
66	82	I	B	6.50532117260001	0.01076	IB	1
66	82	I	L	8.79083635240001	0.01233	IL	2
66	82	A	L	6.485072546	0.01088	AL	1
66	82	B	L	2.2855151798	0.1306	BL	1
67	80	i	a	2.139401479	0.1436	ia	1
67	80	i	b	5.4382804928	0.0197	ib	1
67	80	i	l	7.5776819718	0.02262	il	2
67	80	i	I	0.797025691399995	0.6713	iI	2
67	80	a	l	5.4382804928	0.0197	al	1
67	80	a	A	0.963388018800003	0.6177	aA	2
67	80	b	l	2.139401479	0.1436	bl	1
67	80	b	B	1.8640663712	0.3938	bB	2
67	80	l	L	2.010180072	0.366	lL	2
67	80	I	A	2.30576380640001	0.1289	IA	1
67	80	I	B	6.50532117260001	0.01076	IB	1
67	80	I	L	8.79083635240001	0.01233	IL	2
67	80	A	L	6.485072546	0.01088	AL	1
67	80	B	L	2.2855151798	0.1306	BL	1
67	81	i	a	2.139401479	0.1436	ia	1
67	81	i	b	5.4382804928	0.0197	ib	1
67	81	i	l	7.5776819718	0.02262	il	2
67	81	i	I	0.797025691399995	0.6713	iI	2
67	81	a	l	5.4382804928	0.0197	al	1
67	81	a	A	0.963388018800003	0.6177	aA	2
67	81	b	l	2.139401479	0.1436	bl	1
67	81	b	B	1.8640663712	0.3938	bB	2
67	81	l	L	2.010180072	0.366	lL	2
67	81	I	A	2.30576380640001	0.1289	IA	1
67	81	I	B	6.50532117260001	0.01076	IB	1
67	81	I	L	8.79083635240001	0.01233	IL	2
67	81	A	L	6.485072546	0.01088	AL	1
67	81	B	L	2.2855151798	0.1306	BL	1
67	82	i	a	2.139401479	0.1436	ia	1
67	82	i	b	5.4382804928	0.0197	ib	1
67	82	i	l	7.5776819718	0.02262	il	2
67	82	i	I	0.797025691399995	0.6713	iI	2
67	82	a	l	5.4382804928	0.0197	al	1
67	82	a	A	0.963388018800003	0.6177	aA	2
67	82	b	l	2.139401479	0.1436	bl	1
67	82	b	B	1.8640663712	0.3938	bB	2
67	82	l	L	2.010180072	0.366	lL	2
67	82	I	A	2.30576380640001	0.1289	IA	1
67	82	I	B	6.50532117260001	0.01076	IB	1
67	82	I	L	8.79083635240001	0.01233	IL	2
67	82	A	L	6.485072546	0.01088	AL	1
67	82	B	L	2.2855151798	0.1306	BL	1
68	69	i	a	23.8473981126	1.043e-06	ia	1
68	69	i	b	23.8473981126	1.043e-06	ib	1
68	69	i	l	23.8473981126	6.631e-06	il	2
68	69	i	I	0.277066775599998	0.8706	iI	2
68	69	a	l	0	1	al	1
68	69	a	A	0.141418570400003	0.9317	aA	2
68	69	b	l	0	1	bl	1
68	69	b	B	0.141418570400003	0.9317	bB	2
68	69	l	L	0.141418570400003	0.9317	lL	2
68	69	I	A	23.7117499074	1.119e-06	IA	1
68	69	I	B	23.7117499074	1.119e-06	IB	1
68	69	I	L	23.7117499074	7.097e-06	IL	2
68	69	A	L	0	1	AL	1
68	69	B	L	0	1	BL	1
68	70	i	a	23.8473981126	1.043e-06	ia	1
68	70	i	b	23.8473981126	1.043e-06	ib	1
68	70	i	l	23.8473981126	6.631e-06	il	2
68	70	i	I	0.277066775599998	0.8706	iI	2
68	70	a	l	0	1	al	1
68	70	a	A	0.141418570400003	0.9317	aA	2
68	70	b	l	0	1	bl	1
68	70	b	B	0.141418570400003	0.9317	bB	2
68	70	l	L	0.141418570400003	0.9317	lL	2
68	70	I	A	23.7117499074	1.119e-06	IA	1
68	70	I	B	23.7117499074	1.119e-06	IB	1
68	70	I	L	23.7117499074	7.097e-06	IL	2
68	70	A	L	0	1	AL	1
68	70	B	L	0	1	BL	1
68	71	i	a	23.8473981126	1.043e-06	ia	1
68	71	i	b	23.8473981126	1.043e-06	ib	1
68	71	i	l	23.8473981126	6.631e-06	il	2
68	71	i	I	0.277066775599998	0.8706	iI	2
68	71	a	l	0	1	al	1
68	71	a	A	0.141418570400003	0.9317	aA	2
68	71	b	l	0	1	bl	1
68	71	b	B	0.141418570400003	0.9317	bB	2
68	71	l	L	0.141418570400003	0.9317	lL	2
68	71	I	A	23.7117499074	1.119e-06	IA	1
68	71	I	B	23.7117499074	1.119e-06	IB	1
68	71	I	L	23.7117499074	7.097e-06	IL	2
68	71	A	L	0	1	AL	1
68	71	B	L	0	1	BL	1
68	72	i	a	23.8473981126	1.043e-06	ia	1
68	72	i	b	23.8473981126	1.043e-06	ib	1
68	72	i	l	23.8473981126	6.631e-06	il	2
68	72	i	I	0.277066775599998	0.8706	iI	2
68	72	a	l	0	1	al	1
68	72	a	A	0.141418570400003	0.9317	aA	2
68	72	b	l	0	1	bl	1
68	72	b	B	0.141418570400003	0.9317	bB	2
68	72	l	L	0.141418570400003	0.9317	lL	2
68	72	I	A	23.7117499074	1.119e-06	IA	1
68	72	I	B	23.7117499074	1.119e-06	IB	1
68	72	I	L	23.7117499074	7.097e-06	IL	2
68	72	A	L	0	1	AL	1
68	72	B	L	0	1	BL	1
68	73	i	a	23.8473981126	1.043e-06	ia	1
68	73	i	b	23.8473981126	1.043e-06	ib	1
68	73	i	l	23.8473981126	6.631e-06	il	2
68	73	i	I	0.277066775599998	0.8706	iI	2
68	73	a	l	0	1	al	1
68	73	a	A	0.141418570400003	0.9317	aA	2
68	73	b	l	0	1	bl	1
68	73	b	B	0.141418570400003	0.9317	bB	2
68	73	l	L	0.141418570400003	0.9317	lL	2
68	73	I	A	23.7117499074	1.119e-06	IA	1
68	73	I	B	23.7117499074	1.119e-06	IB	1
68	73	I	L	23.7117499074	7.097e-06	IL	2
68	73	A	L	0	1	AL	1
68	73	B	L	0	1	BL	1
68	74	i	a	23.8473981126	1.043e-06	ia	1
68	74	i	b	23.8473981126	1.043e-06	ib	1
68	74	i	l	23.8473981126	6.631e-06	il	2
68	74	i	I	0.277066775599998	0.8706	iI	2
68	74	a	l	0	1	al	1
68	74	a	A	0.141418570400003	0.9317	aA	2
68	74	b	l	0	1	bl	1
68	74	b	B	0.141418570400003	0.9317	bB	2
68	74	l	L	0.141418570400003	0.9317	lL	2
68	74	I	A	23.7117499074	1.119e-06	IA	1
68	74	I	B	23.7117499074	1.119e-06	IB	1
68	74	I	L	23.7117499074	7.097e-06	IL	2
68	74	A	L	0	1	AL	1
68	74	B	L	0	1	BL	1
68	75	i	a	23.8473981126	1.043e-06	ia	1
68	75	i	b	23.8473981126	1.043e-06	ib	1
68	75	i	l	23.8473981126	6.631e-06	il	2
68	75	i	I	0.277066775599998	0.8706	iI	2
68	75	a	l	0	1	al	1
68	75	a	A	0.141418570400003	0.9317	aA	2
68	75	b	l	0	1	bl	1
68	75	b	B	0.141418570400003	0.9317	bB	2
68	75	l	L	0.141418570400003	0.9317	lL	2
68	75	I	A	23.7117499074	1.119e-06	IA	1
68	75	I	B	23.7117499074	1.119e-06	IB	1
68	75	I	L	23.7117499074	7.097e-06	IL	2
68	75	A	L	0	1	AL	1
68	75	B	L	0	1	BL	1
68	76	i	a	23.8473981126	1.043e-06	ia	1
68	76	i	b	23.8473981126	1.043e-06	ib	1
68	76	i	l	23.8473981126	6.631e-06	il	2
68	76	i	I	0.277066775599998	0.8706	iI	2
68	76	a	l	0	1	al	1
68	76	a	A	0.141418570400003	0.9317	aA	2
68	76	b	l	0	1	bl	1
68	76	b	B	0.141418570400003	0.9317	bB	2
68	76	l	L	0.141418570400003	0.9317	lL	2
68	76	I	A	23.7117499074	1.119e-06	IA	1
68	76	I	B	23.7117499074	1.119e-06	IB	1
68	76	I	L	23.7117499074	7.097e-06	IL	2
68	76	A	L	0	1	AL	1
68	76	B	L	0	1	BL	1
68	77	i	a	23.8473981126	1.043e-06	ia	1
68	77	i	b	23.8473981126	1.043e-06	ib	1
68	77	i	l	23.8473981126	6.631e-06	il	2
68	77	i	I	0.277066775599998	0.8706	iI	2
68	77	a	l	0	1	al	1
68	77	a	A	0.141418570400003	0.9317	aA	2
68	77	b	l	0	1	bl	1
68	77	b	B	0.141418570400003	0.9317	bB	2
68	77	l	L	0.141418570400003	0.9317	lL	2
68	77	I	A	23.7117499074	1.119e-06	IA	1
68	77	I	B	23.7117499074	1.119e-06	IB	1
68	77	I	L	23.7117499074	7.097e-06	IL	2
68	77	A	L	0	1	AL	1
68	77	B	L	0	1	BL	1
68	78	i	a	11.8747738758	0.000569	ia	1
68	78	i	b	12.9529150896	0.0003194	ib	1
68	78	i	l	15.6618259646	0.0003973	il	2
68	78	i	I	0.4452513584	0.8004	iI	2
68	78	a	l	3.7870520888	0.05165	al	1
68	78	a	A	0.292378569	0.864	aA	2
68	78	b	l	2.708910875	0.09979	bl	1
68	78	b	B	0.300699559600002	0.8604	bB	2
68	78	l	L	0.224372692199999	0.8939	lL	2
68	78	I	A	11.7219010864	0.0006177	IA	1
68	78	I	B	12.8083632908	0.0003451	IB	1
68	78	I	L	15.4409472984	0.0004437	IL	2
68	78	A	L	3.719046212	0.0538	AL	1
68	78	B	L	2.6325840076	0.1047	BL	1
69	70	i	a	23.8473981126	1.043e-06	ia	1
69	70	i	b	23.8473981126	1.043e-06	ib	1
69	70	i	l	23.8473981126	6.631e-06	il	2
69	70	i	I	0.277066775599998	0.8706	iI	2
69	70	a	l	0	1	al	1
69	70	a	A	0.141418570400003	0.9317	aA	2
69	70	b	l	0	1	bl	1
69	70	b	B	0.141418570400003	0.9317	bB	2
69	70	l	L	0.141418570400003	0.9317	lL	2
69	70	I	A	23.7117499074	1.119e-06	IA	1
69	70	I	B	23.7117499074	1.119e-06	IB	1
69	70	I	L	23.7117499074	7.097e-06	IL	2
69	70	A	L	0	1	AL	1
69	70	B	L	0	1	BL	1
69	71	i	a	23.8473981126	1.043e-06	ia	1
69	71	i	b	23.8473981126	1.043e-06	ib	1
69	71	i	l	23.8473981126	6.631e-06	il	2
69	71	i	I	0.277066775599998	0.8706	iI	2
69	71	a	l	0	1	al	1
69	71	a	A	0.141418570400003	0.9317	aA	2
69	71	b	l	0	1	bl	1
69	71	b	B	0.141418570400003	0.9317	bB	2
69	71	l	L	0.141418570400003	0.9317	lL	2
69	71	I	A	23.7117499074	1.119e-06	IA	1
69	71	I	B	23.7117499074	1.119e-06	IB	1
69	71	I	L	23.7117499074	7.097e-06	IL	2
69	71	A	L	0	1	AL	1
69	71	B	L	0	1	BL	1
69	72	i	a	23.8473981126	1.043e-06	ia	1
69	72	i	b	23.8473981126	1.043e-06	ib	1
69	72	i	l	23.8473981126	6.631e-06	il	2
69	72	i	I	0.277066775599998	0.8706	iI	2
69	72	a	l	0	1	al	1
69	72	a	A	0.141418570400003	0.9317	aA	2
69	72	b	l	0	1	bl	1
69	72	b	B	0.141418570400003	0.9317	bB	2
69	72	l	L	0.141418570400003	0.9317	lL	2
69	72	I	A	23.7117499074	1.119e-06	IA	1
69	72	I	B	23.7117499074	1.119e-06	IB	1
69	72	I	L	23.7117499074	7.097e-06	IL	2
69	72	A	L	0	1	AL	1
69	72	B	L	0	1	BL	1
69	73	i	a	23.8473981126	1.043e-06	ia	1
69	73	i	b	23.8473981126	1.043e-06	ib	1
69	73	i	l	23.8473981126	6.631e-06	il	2
69	73	i	I	0.277066775599998	0.8706	iI	2
69	73	a	l	0	1	al	1
69	73	a	A	0.141418570400003	0.9317	aA	2
69	73	b	l	0	1	bl	1
69	73	b	B	0.141418570400003	0.9317	bB	2
69	73	l	L	0.141418570400003	0.9317	lL	2
69	73	I	A	23.7117499074	1.119e-06	IA	1
69	73	I	B	23.7117499074	1.119e-06	IB	1
69	73	I	L	23.7117499074	7.097e-06	IL	2
69	73	A	L	0	1	AL	1
69	73	B	L	0	1	BL	1
69	74	i	a	23.8473981126	1.043e-06	ia	1
69	74	i	b	23.8473981126	1.043e-06	ib	1
69	74	i	l	23.8473981126	6.631e-06	il	2
69	74	i	I	0.277066775599998	0.8706	iI	2
69	74	a	l	0	1	al	1
69	74	a	A	0.141418570400003	0.9317	aA	2
69	74	b	l	0	1	bl	1
69	74	b	B	0.141418570400003	0.9317	bB	2
69	74	l	L	0.141418570400003	0.9317	lL	2
69	74	I	A	23.7117499074	1.119e-06	IA	1
69	74	I	B	23.7117499074	1.119e-06	IB	1
69	74	I	L	23.7117499074	7.097e-06	IL	2
69	74	A	L	0	1	AL	1
69	74	B	L	0	1	BL	1
69	75	i	a	23.8473981126	1.043e-06	ia	1
69	75	i	b	23.8473981126	1.043e-06	ib	1
69	75	i	l	23.8473981126	6.631e-06	il	2
69	75	i	I	0.277066775599998	0.8706	iI	2
69	75	a	l	0	1	al	1
69	75	a	A	0.141418570400003	0.9317	aA	2
69	75	b	l	0	1	bl	1
69	75	b	B	0.141418570400003	0.9317	bB	2
69	75	l	L	0.141418570400003	0.9317	lL	2
69	75	I	A	23.7117499074	1.119e-06	IA	1
69	75	I	B	23.7117499074	1.119e-06	IB	1
69	75	I	L	23.7117499074	7.097e-06	IL	2
69	75	A	L	0	1	AL	1
69	75	B	L	0	1	BL	1
69	76	i	a	23.8473981126	1.043e-06	ia	1
69	76	i	b	23.8473981126	1.043e-06	ib	1
69	76	i	l	23.8473981126	6.631e-06	il	2
69	76	i	I	0.277066775599998	0.8706	iI	2
69	76	a	l	0	1	al	1
69	76	a	A	0.141418570400003	0.9317	aA	2
69	76	b	l	0	1	bl	1
69	76	b	B	0.141418570400003	0.9317	bB	2
69	76	l	L	0.141418570400003	0.9317	lL	2
69	76	I	A	23.7117499074	1.119e-06	IA	1
69	76	I	B	23.7117499074	1.119e-06	IB	1
69	76	I	L	23.7117499074	7.097e-06	IL	2
69	76	A	L	0	1	AL	1
69	76	B	L	0	1	BL	1
69	77	i	a	23.8473981126	1.043e-06	ia	1
69	77	i	b	23.8473981126	1.043e-06	ib	1
69	77	i	l	23.8473981126	6.631e-06	il	2
69	77	i	I	0.277066775599998	0.8706	iI	2
69	77	a	l	0	1	al	1
69	77	a	A	0.141418570400003	0.9317	aA	2
69	77	b	l	0	1	bl	1
