Event1	Event2	Model1	Model2	LRT	Pvalue	combinedModels	df
79	80	i	l	10.0727295144	0.006497	il	2
79	80	i	I	0.0495018128000027	0.9756	iI	2
79	80	a	l	0.223157448799999	0.6366	al	1
79	80	a	A	0.0280445081999972	0.9861	aA	2
79	80	b	l	0	1	bl	1
79	80	b	B	0.0369203672000005	0.9817	bB	2
79	80	l	L	0.0369203672000005	0.9817	lL	2
79	80	I	A	9.828114761	0.001719	IA	1
79	80	I	B	10.0601480688	0.001515	IB	1
79	80	I	L	10.0601480688	0.006538	IL	2
79	80	A	L	0.232033307800002	0.63	AL	1
79	80	B	L	0	1	BL	1
79	81	i	a	9.8495720656	0.001699	ia	1
79	81	i	b	10.0727295144	0.001505	ib	1
79	81	i	l	10.0727295144	0.006497	il	2
79	81	i	I	0.0495018128000027	0.9756	iI	2
79	81	a	l	0.223157448799999	0.6366	al	1
79	81	a	A	0.0280445081999972	0.9861	aA	2
79	81	b	l	0	1	bl	1
79	81	b	B	0.0369203672000005	0.9817	bB	2
79	81	l	L	0.0369203672000005	0.9817	lL	2
79	81	I	A	9.828114761	0.001719	IA	1
79	81	I	B	10.0601480688	0.001515	IB	1
79	81	I	L	10.0601480688	0.006538	IL	2
79	81	A	L	0.232033307800002	0.63	AL	1
79	81	B	L	0	1	BL	1
79	82	i	a	9.8495720656	0.001699	ia	1
79	82	i	b	10.0727295144	0.001505	ib	1
79	82	i	l	10.0727295144	0.006497	il	2
79	82	i	I	0.0495018128000027	0.9756	iI	2
79	82	a	l	0.223157448799999	0.6366	al	1
79	82	a	A	0.0280445081999972	0.9861	aA	2
79	82	b	l	0	1	bl	1
79	82	b	B	0.0369203672000005	0.9817	bB	2
79	82	l	L	0.0369203672000005	0.9817	lL	2
79	82	I	A	9.828114761	0.001719	IA	1
79	82	I	B	10.0601480688	0.001515	IB	1
79	82	I	L	10.0601480688	0.006538	IL	2
79	82	A	L	0.232033307800002	0.63	AL	1
79	82	B	L	0	1	BL	1
79	83	i	a	12.6204168608	0.0003816	ia	1
79	83	i	b	12.6204168608	0.0003816	ib	1
79	83	i	l	12.6204168608	0.001818	il	2
79	83	i	I	0.0190753079999979	0.9905	iI	2
79	83	a	l	0	1	al	1
79	83	a	A	0.0104101072000002	0.9948	aA	2
79	83	b	l	0	1	bl	1
79	83	b	B	0.0104101072000002	0.9948	bB	2
79	83	l	L	0.0104101072000002	0.9948	lL	2
79	83	I	A	12.61175166	0.0003833	IA	1
79	83	I	B	12.61175166	0.0003833	IB	1
79	83	I	L	12.61175166	0.001826	IL	2
79	83	A	L	0	1	AL	1
79	83	B	L	0	1	BL	1
79	84	i	a	12.6204168608	0.0003816	ia	1
79	84	i	b	12.6204168608	0.0003816	ib	1
79	84	i	l	12.6204168608	0.001818	il	2
79	84	i	I	0.0190753079999979	0.9905	iI	2
79	84	a	l	0	1	al	1
79	84	a	A	0.0104101072000002	0.9948	aA	2
79	84	b	l	0	1	bl	1
79	84	b	B	0.0104101072000002	0.9948	bB	2
79	84	l	L	0.0104101072000002	0.9948	lL	2
79	84	I	A	12.61175166	0.0003833	IA	1
79	84	I	B	12.61175166	0.0003833	IB	1
79	84	I	L	12.61175166	0.001826	IL	2
79	84	A	L	0	1	AL	1
79	84	B	L	0	1	BL	1
80	81	i	a	22.4423057464	2.166e-06	ia	1
80	81	i	b	22.4423057464	2.166e-06	ib	1
80	81	i	l	22.4423057464	1.339e-05	il	2
80	81	i	I	0.0740432409999983	0.9637	iI	2
80	81	a	l	0	1	al	1
80	81	a	A	0.0405191876000011	0.9799	aA	2
80	81	b	l	0	1	bl	1
80	81	b	B	0.0405191876000011	0.9799	bB	2
80	81	l	L	0.0405191876000011	0.9799	lL	2
80	81	I	A	22.408781693	2.204e-06	IA	1
80	81	I	B	22.408781693	2.204e-06	IB	1
80	81	I	L	22.408781693	1.361e-05	IL	2
80	81	A	L	0	1	AL	1
80	81	B	L	0	1	BL	1
80	82	i	a	22.4423057464	2.166e-06	ia	1
80	82	i	b	22.4423057464	2.166e-06	ib	1
80	82	i	l	22.4423057464	1.339e-05	il	2
80	82	i	I	0.0740432409999983	0.9637	iI	2
80	82	a	l	0	1	al	1
80	82	a	A	0.0405191876000011	0.9799	aA	2
80	82	b	l	0	1	bl	1
80	82	b	B	0.0405191876000011	0.9799	bB	2
80	82	l	L	0.0405191876000011	0.9799	lL	2
80	82	I	A	22.408781693	2.204e-06	IA	1
80	82	I	B	22.408781693	2.204e-06	IB	1
80	82	I	L	22.408781693	1.361e-05	IL	2
80	82	A	L	0	1	AL	1
80	82	B	L	0	1	BL	1
80	83	i	a	10.0727295144	0.001505	ia	1
80	83	i	b	9.8495720656	0.001699	ib	1
80	83	i	l	10.0727295144	0.006497	il	2
80	83	i	I	0.0495018128000027	0.9756	iI	2
80	83	a	l	0	1	al	1
80	83	a	A	0.0369203672000005	0.9817	aA	2
80	83	b	l	0.223157448799999	0.6366	bl	1
80	83	b	B	0.0280445081999972	0.9861	bB	2
80	83	l	L	0.0369203672000005	0.9817	lL	2
80	83	I	A	10.0601480688	0.001515	IA	1
80	83	I	B	9.828114761	0.001719	IB	1
80	83	I	L	10.0601480688	0.006538	IL	2
80	83	A	L	0	1	AL	1
80	83	B	L	0.232033307800002	0.63	BL	1
80	84	i	a	10.0727295144	0.001505	ia	1
80	84	i	b	9.8495720656	0.001699	ib	1
80	84	i	l	10.0727295144	0.006497	il	2
80	84	i	I	0.0495018128000027	0.9756	iI	2
80	84	a	l	0	1	al	1
80	84	a	A	0.0369203672000005	0.9817	aA	2
80	84	b	l	0.223157448799999	0.6366	bl	1
80	84	b	B	0.0280445081999972	0.9861	bB	2
80	84	l	L	0.0369203672000005	0.9817	lL	2
80	84	I	A	10.0601480688	0.001515	IA	1
80	84	I	B	9.828114761	0.001719	IB	1
80	84	I	L	10.0601480688	0.006538	IL	2
80	84	A	L	0	1	AL	1
80	84	B	L	0.232033307800002	0.63	BL	1
80	89	i	a	5.4858747516	0.01917	ia	1
80	89	i	b	2.8236490666	0.09289	ib	1
80	89	i	l	5.7431833148	0.05661	il	2
80	89	i	I	0.596515707999998	0.7421	iI	2
80	89	a	l	0.257308563199999	0.612	al	1
80	89	a	A	0.447343266399997	0.7996	aA	2
80	89	b	l	2.9195342482	0.08751	bl	1
80	89	b	B	0.580964826200002	0.7479	bB	2
80	89	l	L	0.449967589800004	0.7985	lL	2
80	89	I	A	5.33670231	0.02088	IA	1
80	89	I	B	2.8080981848	0.09379	IB	1
80	89	I	L	5.5966351966	0.06091	IL	2
80	89	A	L	0.259932886600005	0.6102	AL	1
80	89	B	L	2.7885370118	0.09494	BL	1
80	90	i	a	5.4858747516	0.01917	ia	1
80	90	i	b	2.8236490666	0.09289	ib	1
80	90	i	l	5.7431833148	0.05661	il	2
80	90	i	I	0.596515707999998	0.7421	iI	2
80	90	a	l	0.257308563199999	0.612	al	1
80	90	a	A	0.447343266399997	0.7996	aA	2
80	90	b	l	2.9195342482	0.08751	bl	1
80	90	b	B	0.580964826200002	0.7479	bB	2
80	90	l	L	0.449967589800004	0.7985	lL	2
80	90	I	A	5.33670231	0.02088	IA	1
80	90	I	B	2.8080981848	0.09379	IB	1
80	90	I	L	5.5966351966	0.06091	IL	2
80	90	A	L	0.259932886600005	0.6102	AL	1
80	90	B	L	2.7885370118	0.09494	BL	1
80	91	i	a	5.4858747516	0.01917	ia	1
80	91	i	b	2.8236490666	0.09289	ib	1
80	91	i	l	5.7431833148	0.05661	il	2
80	91	i	I	0.596515707999998	0.7421	iI	2
80	91	a	l	0.257308563199999	0.612	al	1
80	91	a	A	0.447343266399997	0.7996	aA	2
80	91	b	l	2.9195342482	0.08751	bl	1
80	91	b	B	0.580964826200002	0.7479	bB	2
80	91	l	L	0.449967589800004	0.7985	lL	2
80	91	I	A	5.33670231	0.02088	IA	1
80	91	I	B	2.8080981848	0.09379	IB	1
80	91	I	L	5.5966351966	0.06091	IL	2
80	91	A	L	0.259932886600005	0.6102	AL	1
80	91	B	L	2.7885370118	0.09494	BL	1
80	92	i	a	5.4858747516	0.01917	ia	1
80	92	i	b	2.8236490666	0.09289	ib	1
80	92	i	l	5.7431833148	0.05661	il	2
80	92	i	I	0.596515707999998	0.7421	iI	2
80	92	a	l	0.257308563199999	0.612	al	1
80	92	a	A	0.447343266399997	0.7996	aA	2
80	92	b	l	2.9195342482	0.08751	bl	1
80	92	b	B	0.580964826200002	0.7479	bB	2
80	92	l	L	0.449967589800004	0.7985	lL	2
80	92	I	A	5.33670231	0.02088	IA	1
80	92	I	B	2.8080981848	0.09379	IB	1
80	92	I	L	5.5966351966	0.06091	IL	2
80	92	A	L	0.259932886600005	0.6102	AL	1
80	92	B	L	2.7885370118	0.09494	BL	1
80	103	i	a	9.9480634122	0.00161	ia	1
80	103	i	b	9.82363706	0.001723	ib	1
80	103	i	l	9.9480634122	0.006915	il	2
80	103	i	I	0.0489222297999987	0.9758	iI	2
80	103	a	l	0	1	al	1
80	103	a	A	0.0375491038	0.9814	aA	2
80	103	b	l	0.1244263522	0.7243	bl	1
80	103	b	B	0.0274196145999994	0.9864	bB	2
80	103	l	L	0.0375491038	0.9814	lL	2
80	103	I	A	9.9366902862	0.00162	IA	1
80	103	I	B	9.8021344448	0.001743	IB	1
80	103	I	L	9.9366902862	0.006955	IL	2
80	103	A	L	0	1	AL	1
80	103	B	L	0.134555841400001	0.7138	BL	1
81	82	i	a	22.4423057464	2.166e-06	ia	1
81	82	i	b	22.4423057464	2.166e-06	ib	1
81	82	i	l	22.4423057464	1.339e-05	il	2
81	82	i	I	0.0740432409999983	0.9637	iI	2
81	82	a	l	0	1	al	1
81	82	a	A	0.0405191876000011	0.9799	aA	2
81	82	b	l	0	1	bl	1
81	82	b	B	0.0405191876000011	0.9799	bB	2
81	82	l	L	0.0405191876000011	0.9799	lL	2
81	82	I	A	22.408781693	2.204e-06	IA	1
81	82	I	B	22.408781693	2.204e-06	IB	1
81	82	I	L	22.408781693	1.361e-05	IL	2
81	82	A	L	0	1	AL	1
81	82	B	L	0	1	BL	1
81	83	i	a	10.0727295144	0.001505	ia	1
81	83	i	b	9.8495720656	0.001699	ib	1
81	83	i	l	10.0727295144	0.006497	il	2
81	83	i	I	0.0495018128000027	0.9756	iI	2
81	83	a	l	0	1	al	1
81	83	a	A	0.0369203672000005	0.9817	aA	2
81	83	b	l	0.223157448799999	0.6366	bl	1
81	83	b	B	0.0280445081999972	0.9861	bB	2
81	83	l	L	0.0369203672000005	0.9817	lL	2
81	83	I	A	10.0601480688	0.001515	IA	1
81	83	I	B	9.828114761	0.001719	IB	1
81	83	I	L	10.0601480688	0.006538	IL	2
81	83	A	L	0	1	AL	1
81	83	B	L	0.232033307800002	0.63	BL	1
81	84	i	a	10.0727295144	0.001505	ia	1
81	84	i	b	9.8495720656	0.001699	ib	1
81	84	i	l	10.0727295144	0.006497	il	2
81	84	i	I	0.0495018128000027	0.9756	iI	2
81	84	a	l	0	1	al	1
81	84	a	A	0.0369203672000005	0.9817	aA	2
81	84	b	l	0.223157448799999	0.6366	bl	1
81	84	b	B	0.0280445081999972	0.9861	bB	2
81	84	l	L	0.0369203672000005	0.9817	lL	2
81	84	I	A	10.0601480688	0.001515	IA	1
81	84	I	B	9.828114761	0.001719	IB	1
81	84	I	L	10.0601480688	0.006538	IL	2
81	84	A	L	0	1	AL	1
81	84	B	L	0.232033307800002	0.63	BL	1
81	89	i	a	5.4858747516	0.01917	ia	1
81	89	i	b	2.8236490666	0.09289	ib	1
81	89	i	l	5.7431833148	0.05661	il	2
81	89	i	I	0.596515707999998	0.7421	iI	2
81	89	a	l	0.257308563199999	0.612	al	1
81	89	a	A	0.447343266399997	0.7996	aA	2
81	89	b	l	2.9195342482	0.08751	bl	1
81	89	b	B	0.580964826200002	0.7479	bB	2
81	89	l	L	0.449967589800004	0.7985	lL	2
81	89	I	A	5.33670231	0.02088	IA	1
81	89	I	B	2.8080981848	0.09379	IB	1
81	89	I	L	5.5966351966	0.06091	IL	2
81	89	A	L	0.259932886600005	0.6102	AL	1
81	89	B	L	2.7885370118	0.09494	BL	1
81	90	i	a	5.4858747516	0.01917	ia	1
81	90	i	b	2.8236490666	0.09289	ib	1
81	90	i	l	5.7431833148	0.05661	il	2
81	90	i	I	0.596515707999998	0.7421	iI	2
81	90	a	l	0.257308563199999	0.612	al	1
81	90	a	A	0.447343266399997	0.7996	aA	2
81	90	b	l	2.9195342482	0.08751	bl	1
81	90	b	B	0.580964826200002	0.7479	bB	2
81	90	l	L	0.449967589800004	0.7985	lL	2
81	90	I	A	5.33670231	0.02088	IA	1
81	90	I	B	2.8080981848	0.09379	IB	1
81	90	I	L	5.5966351966	0.06091	IL	2
81	90	A	L	0.259932886600005	0.6102	AL	1
81	90	B	L	2.7885370118	0.09494	BL	1
81	91	i	a	5.4858747516	0.01917	ia	1
81	91	i	b	2.8236490666	0.09289	ib	1
81	91	i	l	5.7431833148	0.05661	il	2
81	91	i	I	0.596515707999998	0.7421	iI	2
81	91	a	l	0.257308563199999	0.612	al	1
81	91	a	A	0.447343266399997	0.7996	aA	2
81	91	b	l	2.9195342482	0.08751	bl	1
81	91	b	B	0.580964826200002	0.7479	bB	2
81	91	l	L	0.449967589800004	0.7985	lL	2
81	91	I	A	5.33670231	0.02088	IA	1
81	91	I	B	2.8080981848	0.09379	IB	1
81	91	I	L	5.5966351966	0.06091	IL	2
81	91	A	L	0.259932886600005	0.6102	AL	1
81	91	B	L	2.7885370118	0.09494	BL	1
81	92	i	a	5.4858747516	0.01917	ia	1
81	92	i	b	2.8236490666	0.09289	ib	1
81	92	i	l	5.7431833148	0.05661	il	2
81	92	i	I	0.596515707999998	0.7421	iI	2
81	92	a	l	0.257308563199999	0.612	al	1
81	92	a	A	0.447343266399997	0.7996	aA	2
81	92	b	l	2.9195342482	0.08751	bl	1
81	92	b	B	0.580964826200002	0.7479	bB	2
81	92	l	L	0.449967589800004	0.7985	lL	2
81	92	I	A	5.33670231	0.02088	IA	1
81	92	I	B	2.8080981848	0.09379	IB	1
81	92	I	L	5.5966351966	0.06091	IL	2
81	92	A	L	0.259932886600005	0.6102	AL	1
81	92	B	L	2.7885370118	0.09494	BL	1
81	103	i	a	9.9480634122	0.00161	ia	1
81	103	i	b	9.82363706	0.001723	ib	1
81	103	i	l	9.9480634122	0.006915	il	2
81	103	i	I	0.0489222297999987	0.9758	iI	2
81	103	a	l	0	1	al	1
81	103	a	A	0.0375491038	0.9814	aA	2
81	103	b	l	0.1244263522	0.7243	bl	1
81	103	b	B	0.0274196145999994	0.9864	bB	2
81	103	l	L	0.0375491038	0.9814	lL	2
81	103	I	A	9.9366902862	0.00162	IA	1
81	103	I	B	9.8021344448	0.001743	IB	1
81	103	I	L	9.9366902862	0.006955	IL	2
81	103	A	L	0	1	AL	1
81	103	B	L	0.134555841400001	0.7138	BL	1
82	83	i	a	10.0727295144	0.001505	ia	1
82	83	i	b	9.8495720656	0.001699	ib	1
82	83	i	l	10.0727295144	0.006497	il	2
82	83	i	I	0.0495018128000027	0.9756	iI	2
82	83	a	l	0	1	al	1
82	83	a	A	0.0369203672000005	0.9817	aA	2
82	83	b	l	0.223157448799999	0.6366	bl	1
82	83	b	B	0.0280445081999972	0.9861	bB	2
82	83	l	L	0.0369203672000005	0.9817	lL	2
82	83	I	A	10.0601480688	0.001515	IA	1
82	83	I	B	9.828114761	0.001719	IB	1
82	83	I	L	10.0601480688	0.006538	IL	2
82	83	A	L	0	1	AL	1
82	83	B	L	0.232033307800002	0.63	BL	1
82	84	i	a	10.0727295144	0.001505	ia	1
82	84	i	b	9.8495720656	0.001699	ib	1
82	84	i	l	10.0727295144	0.006497	il	2
82	84	i	I	0.0495018128000027	0.9756	iI	2
82	84	a	l	0	1	al	1
82	84	a	A	0.0369203672000005	0.9817	aA	2
82	84	b	l	0.223157448799999	0.6366	bl	1
82	84	b	B	0.0280445081999972	0.9861	bB	2
82	84	l	L	0.0369203672000005	0.9817	lL	2
82	84	I	A	10.0601480688	0.001515	IA	1
82	84	I	B	9.828114761	0.001719	IB	1
82	84	I	L	10.0601480688	0.006538	IL	2
82	84	A	L	0	1	AL	1
82	84	B	L	0.232033307800002	0.63	BL	1
82	89	i	a	5.4858747516	0.01917	ia	1
82	89	i	b	2.8236490666	0.09289	ib	1
82	89	i	l	5.7431833148	0.05661	il	2
82	89	i	I	0.596515707999998	0.7421	iI	2
82	89	a	l	0.257308563199999	0.612	al	1
82	89	a	A	0.447343266399997	0.7996	aA	2
82	89	b	l	2.9195342482	0.08751	bl	1
82	89	b	B	0.580964826200002	0.7479	bB	2
82	89	l	L	0.449967589800004	0.7985	lL	2
82	89	I	A	5.33670231	0.02088	IA	1
82	89	I	B	2.8080981848	0.09379	IB	1
82	89	I	L	5.5966351966	0.06091	IL	2
82	89	A	L	0.259932886600005	0.6102	AL	1
82	89	B	L	2.7885370118	0.09494	BL	1
82	90	i	a	5.4858747516	0.01917	ia	1
82	90	i	b	2.8236490666	0.09289	ib	1
82	90	i	l	5.7431833148	0.05661	il	2
82	90	i	I	0.596515707999998	0.7421	iI	2
82	90	a	l	0.257308563199999	0.612	al	1
82	90	a	A	0.447343266399997	0.7996	aA	2
82	90	b	l	2.9195342482	0.08751	bl	1
82	90	b	B	0.580964826200002	0.7479	bB	2
82	90	l	L	0.449967589800004	0.7985	lL	2
82	90	I	A	5.33670231	0.02088	IA	1
82	90	I	B	2.8080981848	0.09379	IB	1
82	90	I	L	5.5966351966	0.06091	IL	2
82	90	A	L	0.259932886600005	0.6102	AL	1
82	90	B	L	2.7885370118	0.09494	BL	1
82	91	i	a	5.4858747516	0.01917	ia	1
82	91	i	b	2.8236490666	0.09289	ib	1
82	91	i	l	5.7431833148	0.05661	il	2
82	91	i	I	0.596515707999998	0.7421	iI	2
82	91	a	l	0.257308563199999	0.612	al	1
82	91	a	A	0.447343266399997	0.7996	aA	2
82	91	b	l	2.9195342482	0.08751	bl	1
82	91	b	B	0.580964826200002	0.7479	bB	2
82	91	l	L	0.449967589800004	0.7985	lL	2
82	91	I	A	5.33670231	0.02088	IA	1
82	91	I	B	2.8080981848	0.09379	IB	1
82	91	I	L	5.5966351966	0.06091	IL	2
82	91	A	L	0.259932886600005	0.6102	AL	1
82	91	B	L	2.7885370118	0.09494	BL	1
82	92	i	a	5.4858747516	0.01917	ia	1
82	92	i	b	2.8236490666	0.09289	ib	1
82	92	i	l	5.7431833148	0.05661	il	2
82	92	i	I	0.596515707999998	0.7421	iI	2
82	92	a	l	0.257308563199999	0.612	al	1
82	92	a	A	0.447343266399997	0.7996	aA	2
82	92	b	l	2.9195342482	0.08751	bl	1
82	92	b	B	0.580964826200002	0.7479	bB	2
82	92	l	L	0.449967589800004	0.7985	lL	2
82	92	I	A	5.33670231	0.02088	IA	1
82	92	I	B	2.8080981848	0.09379	IB	1
82	92	I	L	5.5966351966	0.06091	IL	2
82	92	A	L	0.259932886600005	0.6102	AL	1
82	92	B	L	2.7885370118	0.09494	BL	1
82	103	i	a	9.9480634122	0.00161	ia	1
82	103	i	b	9.82363706	0.001723	ib	1
82	103	i	l	9.9480634122	0.006915	il	2
82	103	i	I	0.0489222297999987	0.9758	iI	2
82	103	a	l	0	1	al	1
82	103	a	A	0.0375491038	0.9814	aA	2
82	103	b	l	0.1244263522	0.7243	bl	1
82	103	b	B	0.0274196145999994	0.9864	bB	2
82	103	l	L	0.0375491038	0.9814	lL	2
82	103	I	A	9.9366902862	0.00162	IA	1
82	103	I	B	9.8021344448	0.001743	IB	1
82	103	I	L	9.9366902862	0.006955	IL	2
82	103	A	L	0	1	AL	1
82	103	B	L	0.134555841400001	0.7138	BL	1
83	84	i	a	12.6204168608	0.0003816	ia	1
83	84	i	b	12.6204168608	0.0003816	ib	1
83	84	i	l	12.6204168608	0.001818	il	2
83	84	i	I	0.0190753079999979	0.9905	iI	2
83	84	a	l	0	1	al	1
83	84	a	A	0.0104101072000002	0.9948	aA	2
83	84	b	l	0	1	bl	1
83	84	b	B	0.0104101072000002	0.9948	bB	2
83	84	l	L	0.0104101072000002	0.9948	lL	2
83	84	I	A	12.61175166	0.0003833	IA	1
83	84	I	B	12.61175166	0.0003833	IB	1
83	84	I	L	12.61175166	0.001826	IL	2
83	84	A	L	0	1	AL	1
83	84	B	L	0	1	BL	1
85	86	i	a	10.266180354	0.001355	ia	1
85	86	i	b	18.7777954726	1.469e-05	ib	1
85	86	i	l	18.8284870354	8.155e-05	il	2
85	86	i	I	0.901212322799978	0.6372	iI	2
85	86	a	l	8.56230668139997	0.003432	al	1
85	86	a	A	6.82011888459999	0.03304	aA	2
85	86	b	l	0.0506915627999831	0.8219	bl	1
85	86	b	B	0.580850085199984	0.7479	bB	2
85	86	l	L	0.723474262000025	0.6965	lL	2
85	86	I	A	16.1850869158	5.744e-05	IA	1
85	86	I	B	18.457433235	1.737e-05	IB	1
85	86	I	L	18.6507489746	8.913e-05	IL	2
85	86	A	L	2.46566205880001	0.1164	AL	1
85	86	B	L	0.193315739600024	0.6602	BL	1
85	87	i	a	10.266180354	0.001355	ia	1
85	87	i	b	18.7777954726	1.469e-05	ib	1
85	87	i	l	18.8284870354	8.155e-05	il	2
85	87	i	I	0.901212322799978	0.6372	iI	2
85	87	a	l	8.56230668139997	0.003432	al	1
85	87	a	A	6.82011888459999	0.03304	aA	2
85	87	b	l	0.0506915627999831	0.8219	bl	1
85	87	b	B	0.580850085199984	0.7479	bB	2
85	87	l	L	0.723474262000025	0.6965	lL	2
85	87	I	A	16.1850869158	5.744e-05	IA	1
85	87	I	B	18.457433235	1.737e-05	IB	1
85	87	I	L	18.6507489746	8.913e-05	IL	2
85	87	A	L	2.46566205880001	0.1164	AL	1
85	87	B	L	0.193315739600024	0.6602	BL	1
85	88	i	a	120.5604157146	4.769e-28	ia	1
85	88	i	b	120.5604157146	4.769e-28	ib	1
85	88	i	l	120.5604157146	6.617e-27	il	2
85	88	i	I	0.8198367034	0.6637	iI	2
85	88	a	l	0	1	al	1
85	88	a	A	6.1456515612	0.04629	aA	2
85	88	b	l	0	1	bl	1
85	88	b	B	6.1456515612	0.04629	bB	2
85	88	l	L	6.1456515612	0.04629	lL	2
85	88	I	A	125.8862305724	3.256e-29	IA	1
85	88	I	B	125.8862305724	3.256e-29	IB	1
85	88	I	L	125.8862305724	4.615e-28	IL	2
85	88	A	L	0	1	AL	1
85	88	B	L	0	1	BL	1
86	87	i	a	50.5909974132	1.138e-12	ia	1
86	87	i	b	50.5909974132	1.138e-12	ib	1
86	87	i	l	50.5909974132	1.033e-11	il	2
86	87	i	I	0.859230018800005	0.6508	iI	2
86	87	a	l	0	1	al	1
86	87	a	A	0.740396071799999	0.6906	aA	2
86	87	b	l	0	1	bl	1
86	87	b	B	0.740396071799999	0.6906	bB	2
86	87	l	L	0.740396071799999	0.6906	lL	2
86	87	I	A	50.4721634662	1.209e-12	IA	1
86	87	I	B	50.4721634662	1.209e-12	IB	1
86	87	I	L	50.4721634662	1.097e-11	IL	2
86	87	A	L	0	1	AL	1
86	87	B	L	0	1	BL	1
86	88	i	a	18.7777954726	1.469e-05	ia	1
86	88	i	b	10.266180354	0.001355	ib	1
86	88	i	l	18.8284870354	8.155e-05	il	2
86	88	i	I	0.90121247099998	0.6372	iI	2
86	88	a	l	0.0506915627999831	0.8219	al	1
86	88	a	A	0.580850085199984	0.7479	aA	2
86	88	b	l	8.56230668139997	0.003432	bl	1
86	88	b	B	6.8201188898	0.03304	bB	2
86	88	l	L	0.723474262000025	0.6965	lL	2
86	88	I	A	18.4574330868	1.737e-05	IA	1
86	88	I	B	16.1850867728	5.744e-05	IB	1
86	88	I	L	18.6507488264	8.913e-05	IL	2
86	88	A	L	0.193315739600024	0.6602	AL	1
86	88	B	L	2.4656620536	0.1164	BL	1
87	88	i	a	18.7777954726	1.469e-05	ia	1
87	88	i	b	10.266180354	0.001355	ib	1
87	88	i	l	18.8284870354	8.155e-05	il	2
87	88	i	I	0.90121247099998	0.6372	iI	2
87	88	a	l	0.0506915627999831	0.8219	al	1
87	88	a	A	0.580850085199984	0.7479	aA	2
87	88	b	l	8.56230668139997	0.003432	bl	1
87	88	b	B	6.8201188898	0.03304	bB	2
87	88	l	L	0.723474262000025	0.6965	lL	2
87	88	I	A	18.4574330868	1.737e-05	IA	1
87	88	I	B	16.1850867728	5.744e-05	IB	1
87	88	I	L	18.6507488264	8.913e-05	IL	2
87	88	A	L	0.193315739600024	0.6602	AL	1
87	88	B	L	2.4656620536	0.1164	BL	1
89	90	i	a	42.4828727174	7.13e-11	ia	1
89	90	i	b	42.4828727174	7.13e-11	ib	1
89	90	i	l	42.4828727174	5.956e-10	il	2
89	90	i	I	1.1057300578	0.5753	iI	2
89	90	a	l	0	1	al	1
89	90	a	A	0.5655866894	0.7537	aA	2
89	90	b	l	0	1	bl	1
89	90	b	B	0.5655866894	0.7537	bB	2
89	90	l	L	0.5655866894	0.7537	lL	2
89	90	I	A	41.942729349	9.399e-11	IA	1
89	90	I	B	41.942729349	9.399e-11	IB	1
89	90	I	L	41.942729349	7.803e-10	IL	2
89	90	A	L	0	1	AL	1
89	90	B	L	0	1	BL	1
89	91	i	a	42.4828727174	7.13e-11	ia	1
89	91	i	b	42.4828727174	7.13e-11	ib	1
89	91	i	l	42.4828727174	5.956e-10	il	2
89	91	i	I	1.1057300578	0.5753	iI	2
89	91	a	l	0	1	al	1
89	91	a	A	0.5655866894	0.7537	aA	2
89	91	b	l	0	1	bl	1
89	91	b	B	0.5655866894	0.7537	bB	2
89	91	l	L	0.5655866894	0.7537	lL	2
89	91	I	A	41.942729349	9.399e-11	IA	1
89	91	I	B	41.942729349	9.399e-11	IB	1
89	91	I	L	41.942729349	7.803e-10	IL	2
89	91	A	L	0	1	AL	1
89	91	B	L	0	1	BL	1
89	92	i	a	42.4828727174	7.13e-11	ia	1
89	92	i	b	42.4828727174	7.13e-11	ib	1
89	92	i	l	42.4828727174	5.956e-10	il	2
89	92	i	I	1.1057300578	0.5753	iI	2
89	92	a	l	0	1	al	1
89	92	a	A	0.5655866894	0.7537	aA	2
89	92	b	l	0	1	bl	1
89	92	b	B	0.5655866894	0.7537	bB	2
89	92	l	L	0.5655866894	0.7537	lL	2
89	92	I	A	41.942729349	9.399e-11	IA	1
89	92	I	B	41.942729349	9.399e-11	IB	1
89	92	I	L	41.942729349	7.803e-10	IL	2
89	92	A	L	0	1	AL	1
89	92	B	L	0	1	BL	1
89	103	i	a	5.4616441432	0.01944	ia	1
89	103	i	b	8.1010453836	0.004424	ib	1
89	103	i	l	8.2296913368	0.01633	il	2
89	103	i	I	0.571410906400004	0.7515	iI	2
89	103	a	l	2.7680471936	0.09616	al	1
89	103	a	A	0.564204662199998	0.7542	aA	2
89	103	b	l	0.128645953199999	0.7198	bl	1
89	103	b	B	0.421919164800002	0.8098	bB	2
89	103	l	L	0.422624436599996	0.8095	lL	2
89	103	I	A	5.454437899	0.01952	IA	1
89	103	I	B	7.951553642	0.004805	IB	1
89	103	I	L	8.08090486699999	0.01759	IL	2
89	103	A	L	2.626466968	0.1051	AL	1
89	103	B	L	0.129351224999994	0.7191	BL	1
89	105	i	a	1.9340934512	0.1643	ia	1
89	105	i	b	2.911852377	0.08793	ib	1
89	105	i	l	4.09950162999999	0.1288	il	2
89	105	i	I	2.15900692	0.3398	iI	2
89	105	a	l	2.16540817879999	0.1411	al	1
89	105	a	A	1.78234071599999	0.4102	aA	2
89	105	b	l	1.18764925299999	0.2758	bl	1
89	105	b	B	1.92544245299999	0.3819	bB	2
89	105	l	L	2.08316010479999	0.3529	lL	2
89	105	I	A	1.5574272472	0.212	IA	1
89	105	I	B	2.67828790999999	0.1017	IB	1
89	105	I	L	4.02365481479998	0.1337	IL	2
